,year,state_po,candidatevotes_dem,candidatevotes_rep,voteso,totalvotes,raw_lean,adjusted_lean
179,1976.0,AZ,794763.0,955113.0,26300.0,1776176.0,0.0902782156723208,0.2633433378625825
180,1976.0,AR,37630.0,13200.0,3139.0,53969.0,-0.4526672719524172,-0.27960214976215547
181,1976.0,CA,6037720.0,4821213.0,97484.0,10956417.0,-0.1110314622015573,0.062033659988704415
182,1976.0,CO,748417.0,696997.0,4068.0,1449482.0,-0.03547474201128403,0.13759038017897768
183,1976.0,CT,1352577.0,1285867.0,3682.0,2642126.0,-0.02524860661452183,0.14781651557573988
184,1976.0,DE,164445.0,163028.0,0.0,327473.0,-0.004327074293147826,0.16873804789711389
185,1976.0,FL,4269580.0,3073867.0,117722.0,7461169.0,-0.16025813113199822,0.012806991058263495
186,1976.0,GA,2589350.0,512344.0,2480.0,3104174.0,-0.6691010233318107,-0.49603590114154894
187,1976.0,HI,340209.0,191894.0,6016.0,538119.0,-0.27561747494513295,-0.10255235275487123
188,1976.0,ID,389711.0,512864.0,12514.0,915089.0,0.13458035229360205,0.30764547448386376
189,1976.0,IL,8523263.0,7449592.0,26807.0,15999662.0,-0.06710585511118922,0.1059592670790725
190,1976.0,IN,2295541.0,2190989.0,0.0,4486530.0,-0.02330353301995086,0.14976158917031085
191,1976.0,IA,895256.0,819679.0,1349.0,1716284.0,-0.044035252906861555,0.12902986928340016
192,1976.0,KS,779932.0,883694.0,4261.0,1667887.0,0.062211648630872474,0.23527677082113418
193,1976.0,ME,665134.0,502224.0,56495.0,1223853.0,-0.1331123917660046,0.03995273042425712
194,1976.0,MA,2943697.0,1111776.0,182394.0,4237867.0,-0.4322743021430356,-0.25920917995277387
195,1976.0,MI,1843617.0,1478256.0,1668.0,3323541.0,-0.10993124501849078,0.06313387717177094
196,1976.0,MN,2092113.0,1437290.0,53719.0,3583122.0,-0.1827520804482795,-0.009686958258017797
197,1976.0,MO,1500800.0,966767.0,1664.0,2469231.0,-0.2162750265163526,-0.0432099043260909
198,1976.0,MT,231330.0,216001.0,5490.0,452821.0,-0.03385222858480502,0.1392128936054567
