party,,,,D,D,R,R,D,D,R,D,R,D,R,D,D,R,D,R,D,R,R,R,D,D,R,D,D,D,R,R,D,D,D,R,R,R,R,D,R,R,D,D,D,D,D,R,D,D,R,R,R,R,R,R,R,R,R,R,R,D,D,D,D,D,R,R,R,D,D,D,D,R,R,R,D,D,R,D,R,D,D,R,R,D,R,R,D,R,D,D,D,R,R,R,D,D,D,D,R,R,D,R,D,D,D,D,R,D,R,R,R,D,R,R,R,D,R,D,D,D,R,D,D,R,D,R,R,R,R,D,R,D,R,D,R,R,R,D,R,R,R,R,D,I,R,D,R,R,R,R,D,R,R,R,D,R,D,D,R,D,R,R,D,R,R,R,R,R,D,R,D,D,D,R,D,R,D,D,D,D,R,R,R,D,R,R,R,D,R,D,R,R,D,D,D,R,D,R,R,D,R,R,D,D,D,R,R,R,D,R,D,D,D,R,R,R,D,R,R,D,D,R,D,D,D,R,D,D,R,R,R,D,D,R,D,R,R,D,R,D,D,D,R,D,D,D,D,R,D,D,D,D,D,D,D,R,D,D,R,R,D,R,D,D,D,D,D,D,R,D,R,R,D,R,D,D,D,R,D,R,D,R,D,D,D,R,R,R,R,R,D,D,D,D,R,R,R,D,R,D,D,D,R,D,D,R,D,R,R,D,R,R,R,R,D,R,D,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R,R,R,D,D,R,D,R,D,R,R,D,D,I,D,D,R,R,D,D,R,D,R,D,R,R,R,R,D,R,R,D,R,R,R,R,D,D,R,R,R,D,D,D,R,D,D,R,D,D,R,D,R,R,R,D,D,R,D,R,R,R,D,D,R,R,D,R,R,D,R,D,D,D,D,D,R,D,D,R,R,R,R,D,R,D,D,R,D,D,R,R,R,D,R,R,R,R,R,D,D,D,R,R,R,R
state,,,,HI,NY,AL,MO,ME,NJ,TX,CA,AL,WA,LA,ME,WI,NC,MI,GA,WI,MD,TX,NH,CA,TX,NE,NV,CA,AR,IL,FL,GA,IL,OR,MO,NY,OH,TX,MI,CA,AR,PA,IA,VA,FL,PA,TX,FL,OH,SC,TN,NC,IN,IN,AL,CA,MI,UT,VA,WV,CA,MA,MD,IN,OK,DE,OH,GA,MO,NC,TN,SC,NC,GA,TX,CA,MI,LA,IL,CA,PA,AL,IL,FL,NY,WY,TX,MD,CA,CA,FL,IL,VA,VA,GA,OR,CO,MA,CT,TX,SC,FL,FL,WA,MI,TX,CA,CA,PA,CA,TN,WA,TX,MI,MD,MO,NY,PA,CA,NC,IL,AL,CA,PA,NJ,CA,AZ,KY,FL,VA,TN,NY,MA,NJ,TX,CA,IA,PA,MO,NV,MD,OH,NY,TX,VA,VA,TN,FL,SC,TX,MO,TX,WI,PA,NY,IL,MN,OH,TX,UT,CA,PA,IL,FL,WA,NC,AZ,CO,CA,IN,TN,AL,NY,TX,OH,PA,MI,PA,NJ,CA,OR,CA,IN,NY,MD,MO,CA,IL,WA,GA,NY,CA,OK,IL,TX,LA,TN,LA,CT,IL,TX,TX,NC,OH,PA,OH,FL,NY,MN,RI,IN,MI,MI,WI,NY,GA,IL,WI,MI,AZ,OH,NY,IL,TX,RI,CA,OK,WA,CT,IA,OH,IA,CA,MI,CA,GA,KY,GA,IL,NJ,CA,NY,KY,OK,MN,MA,CT,NY,IL,MA,PA,UT,CA,MO,NY,MN,LA,WA,MA,NY,CO,NC,CA,GA,NY,MA,FL,NY,NJ,FL,CA,FL,CA,CA,FL,HI,WV,KS,KS,VA,MD,PA,NC,NY,CA,MA,WA,OH,KY,GA,IA,MN,WI,MA,TX,NE,CA,ID,NY,OH,NJ,NJ,AZ,TX,NJ,CA,IN,MN,PA,WI,IL,MS,PA,PA,CA,ND,OH,NC,OH,FL,NY,CA,WV,MN,NY,OH,MT,TX,NY,AL,MI,TX,IN,KY,MI,CA,FL,AR,NJ,NJ,CA,CA,IL,WI,KS,MN,CA,VT,TX,OH,NJ,CO,IL,CA,VA,VA,WI,NY,TX,AZ,FL,CT,CA,PA,IL,MS,PA,CT,ID,NM,MO,NY,MI,NJ,TX,WA,AR,CA,IN,SC,CA,FL,TX,OH,AZ,MI,NH,NY,CO,TN,CA,LA,MS,NC,NE,CA,CA,MS,TX,SD,FL,KS,OH,MA,PA,NY,OH,TX,CO,NM,MI,NY,IN,LA,OR,NY,TN,CA,OK,CA,NC,OK,CA,NY,FL,PA,IL,FL,KY,MS,NM,SC,VA,CA,OR,MD,AK,FL,OK,VA
district,,,,1,5,4,2,1,1,26,42,6,3,6,2,2,10,5,7,5,6,6,2,30,25,1,1,26,1,13,9,2,5,3,7,23,8,23,10,44,3,3,3,9,2,1,8,3,13,1,7,5,6,5,1,43,4,3,7,2,22,8,3,10,2,1,1,8,1,1,5,6,6,3,19,18,14,5,12,47,14,5,8,4,7,1,7,7,51,49,11,7,1,11,9,4,1,10,3,22,4,20,21,6,16,10,20,4,18,28,2,8,11,3,2,8,17,21,14,2,17,2,17,2,7,50,1,6,16,4,9,13,4,11,24,23,4,17,3,2,1,5,20,20,5,6,6,14,3,12,6,29,8,8,1,4,1,3,4,1,36,4,14,23,4,8,6,5,2,9,4,7,26,15,7,13,2,6,12,15,5,38,8,31,5,9,52,6,1,6,2,48,5,2,18,2,1,7,6,15,30,3,3,11,11,9,8,19,2,1,7,9,15,3,3,1,10,4,11,5,10,29,18,9,2,12,1,2,1,5,19,1,9,12,40,5,2,11,3,2,16,18,4,6,6,9,5,14,16,7,20,2,5,5,4,4,4,7,3,24,3,7,25,4,21,5,17,6,13,7,37,13,41,7,1,2,1,3,1,8,8,12,9,8,34,2,5,18,3,10,2,8,7,1,27,3,3,1,11,4,6,8,2,14,10,8,2,7,5,6,19,3,16,19,11,1,2,4,15,12,30,19,3,3,15,16,1,16,27,3,13,28,3,5,8,45,18,4,9,5,33,39,1,1,2,5,46,1,1,14,3,4,9,27,2,3,9,16,5,4,22,4,24,10,20,4,9,2,2,2,4,28,7,4,21,9,2,31,4,5,13,6,17,6,3,1,1,22,6,8,10,3,5,11,2,21,1,2,13,1,5,4,12,6,15,10,17,2,2,3,6,12,1,1,2,25,3,35,3,32,12,4,29,9,15,7,11,19,1,1,1,2,10,6,1,4,1,10,1,5
dw_nominate,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
member_id,,,,A000014,A000022,A000055,A000358,A000357,A000210,A000217,B001234,B000013,B001229,B000072,B000081,B001230,B000104,B000134,B000169,B000177,B000208,B000213,B000220,B000287,B000400,B000403,B001231,B000410,B000420,B001232,B000463,B000490,B000518,B000574,B000575,B000586,B000589,B000617,B000619,B001228,B001236,B000644,B000652,B000657,B000716,B001227,B000755,B000911,B000944,B001235,B000996,B001135,B001149,B001203,C000052,C000059,C000071,C000116,C001046,C001047,C001036,C001037,C000141,C000191,C001044,C000243,C000266,C000286,C001049,C000494,C000503,C000537,C000556,C000640,C000653,C000670,C000714,C000735,C000794,C000830,C000846,C000868,C000873,C001045,C001038,C000962,C001048,C000984,C000994,D000598,D000114,D000096,D000597,D000136,D000168,D000191,D000197,D000210,D000216,D000217,D000595,D000275,D000299,D000327,D000355,D000399,D000424,D000429,D000482,D000492,D000533,D000549,E000063,E000092,E000093,E000172,E000179,E000187,E000215,E000226,E000250,E000268,F000030,F000043,F000443,F000116,F000444,F000441,F000238,F000445,F000262,F000440,F000339,F000372,F000392,G000021,G000041,G000121,G000132,G000152,G000180,G000210,G000212,G000544,G000280,G000289,G000309,G000336,G000359,G000377,G000546,G000410,G000545,G000439,G000547,G000535,G000536,H000074,H000067,H000172,H000213,H001033,H000323,H000324,H000329,H001029,H000413,H000444,H000528,H001030,H000615,H000621,H000627,H000636,H000666,H001031,H000676,H000712,H001032,H001034,H000762,H000789,H000807,H000814,H000874,H000948,H000981,H001022,I000026,I000055,I000057,I000056,I000047,J000283,J000032,J000070,J000082,J000110,J000163,J000285,J000126,J000174,J000255,J000284,K000008,K000009,K000361,K000078,K000358,K000113,K000359,K000172,K000180,K000188,K000210,K000220,K000360,K000259,K000288,K000306,K000336,L000556,L000552,L000043,L000559,L000090,L000096,L000560,L000557,L000111,L000553,L000169,L000551,L000263,L000274,L000287,L000293,L000321,L000342,L000554,L000397,L000480,L000558,L000491,L000521,L000562,M000090,M000087,M001138,M000133,M000212,M001142,M000249,M000316,M000309,M001143,M000388,M000404,M000312,M000472,M000477,M000485,M000508,M000523,M000590,M000627,M000628,M001137,M000639,M000689,M000714,M000720,M001139,M000725,M001144,M000797,M000844,M001140,M000934,M000933,M000941,M001120,M001134,N000002,N000179,N000015,N000051,N000081,N000143,N000159,N000172,O000006,O000007,O000085,O000107,O000165,O000164,O000166,O000159,O000163,P000034,P000096,P000099,P000583,P000149,P000197,P000587,P000258,P000263,P000265,P000584,P000323,P000373,P000585,P000419,P000422,P000449,P000523,P000555,P000586,Q000016,R000004,R000011,R000033,R000053,R000141,R000571,R000170,R000569,R000258,R000281,R000568,R000385,R000395,R000572,R000409,R000435,R000573,R000462,R000465,R000486,R000487,R000515,R000570,R000566,S000005,S000030,S000033,S000044,S000094,S000097,S000112,S001145,S001150,S001151,S000185,S000244,S000248,S000250,S000275,S000303,S001144,S000344,S001146,S000364,S001147,S000394,S001152,S001148,S000463,S000465,S000480,S000597,S000522,S000583,S000510,S000672,S001153,S001143,S000749,S000810,S000822,S000851,S001004,S001044,S001045,S001078,S001149,T000458,T000038,T000057,T000058,T000074,T000067,T000459,T000188,T000460,T000193,T000238,T000250,T000253,T000260,T000462,T000266,T000461,T000326,T000350,T000424,U000038,U000039,U000031,V000081,V000108,V000127,W000791,W000099,W000119,W000187,W000194,W000794,W000207,W000210,W000215,W000792,W000267,W000268,W000273,W000314,W000413,W000437,W000789,W000795,W000672,W000738,W000793,W000784,Y000033,Y000031,S001155,G000280
name,,,,Neil Abercrombie,Gary L. Ackerman,Robert B. Aderholt,Todd Akin,Thomas H. Allen,Robert E. Andrews,Richard K. Armey,Joe Baca,Spencer Bachus,Brian Baird,Richard Hugh Baker,John Baldacci,Tammy Baldwin,Cass Ballenger,James A. Barcia,Bob Barr,Thomas M. Barrett,Roscoe G. Bartlett,Joe L. Barton,Charles F. Bass,Xavier Becerra,Ken Bentsen,Douglas K. Bereuter,Shelley Berkley,Howard L. Berman,Marion Berry,Judy Biggert,Michael Bilirakis,Sanford D. Bishop Jr.,Rod Blagojevich,Earl Blumenauer,Roy Blunt,Sherwood L. Boehlert,John A. Boehner,Henry Bonilla,David E. Bonior,Mary Bono Mack,John Boozman,Robert A. Borski,Leonard L. Boswell,Rick Boucher,Allen Boyd,Robert A. Brady,Kevin Brady,Corrine Brown,Sherrod Brown,Henry E. Brown Jr.,Ed Bryant,Richard M. Burr,Dan Burton,Steve Buyer,Sonny Callahan,Ken Calvert,Dave Camp,Christopher B. Cannon,Eric Cantor,Shelley Moore Capito,Lois Capps,Michael E. Capuano,Benjamin L. Cardin,Julia M. Carson,Brad Carson,Michael N. Castle,Steven J. Chabot,Saxby Chambliss,William Lacy Clay,Eva Clayton,Bob Clement,James E. Clyburn,Howard Coble,Michael Allen Collins,Larry Combest,Gary Condit,John Conyers Jr.,John Cooksey,Jerry F. Costello,Christopher Cox,William J. Coyne,Robert E. Cramer,Philip M. Crane,Ander Crenshaw,Joseph Crowley,Barbara L. Cubin,John Culberson,Elijah E. Cummings,Randy 'Duke' Cunningham,Susan A. Davis,James Davis,Danny K. Davis,Jo Ann S. Davis,Thomas M. Davis,Nathan Deal,Peter A. DeFazio,Diana DeGette,Bill Delahunt,Rosa DeLauro,Thomas Dale DeLay,Jim DeMint,Peter Deutsch,Lincoln Diaz-Balart,Norman D. Dicks,John D. Dingell,Lloyd Doggett,Calvin M. Dooley,John T. Doolittle,Mike Doyle,David Dreier,John J. Duncan Jr.,Jennifer B. Dunn,Chet Edwards,Vernon J. Ehlers,Robert L. Ehrlich,Jo Ann Emerson,Eliot L. Engel,Phil English,Anna G. Eshoo,Bob Etheridge,Lane A. Evans,Terry Everett,Sam Farr,Chaka Fattah,Michael Ferguson,Bob Filner,Jeff Flake,Ernest Lee Fletcher,Mark Adam Foley,J. Randy Forbes,Harold E. Ford Jr.,Vito J. Fossella,Barney Frank,Rodney Frelinghuysen,Martin Frost,Elton Gallegly,Greg Ganske,George W. Gekas,Richard Andrew Gephardt,James A. Gibbons,Wayne T. Gilchrest,Paul E. Gillmor,Benjamin A. Gilman,Charlie Gonzalez,Virgil H. Goode,Robert W. Goodlatte,Bart Gordon,Porter J. Goss,Lindsey Graham,Kay Granger,Sam Graves,Gene Green,Mark A. Green,James C. Greenwood,Felix J. Grucci Jr.,Luis V. Gutiérrez,Gilbert W. Gutknecht,Tony P. Hall,Ralph M. Hall,James V. Hansen,Jane Harman,Melissa A. Hart,J. Dennis Hastert,Alcee L. Hastings,Doc Hastings,Robin C. Hayes,John D. Hayworth,Joel Hefley,Wally Herger,Baron P. Hill,Van Hilleary,Earl F. Hilliard,Maurice D. Hinchey,Rubén Hinojosa,David Lee Hobson,Joseph M. Hoeffel,Peter Hoekstra,Tim Holden,Rush Holt,Michael M. Honda,Darlene Hooley,Stephen Horn,John Nathan Hostettler,Amory Houghton,Steny H. Hoyer,Kenny C. Hulshof,Duncan L. Hunter,Henry John Hyde,Jay Inslee,Johnny Isakson,Steve Israel,Darrell Issa,Ernest J. Istook,Jesse L. Jackson Jr.,Sheila Jackson Lee,William J. Jefferson,William Lewis Jenkins,Christopher John,Nancy Lee Johnson,Timothy V. Johnson,Eddie Bernice Johnson,Sam Johnson,Walter B. Jones,Stephanie Tubbs Jones,Paul E. Kanjorski,Marcy Kaptur,Ric Keller,Sue W. Kelly,Mark R. Kennedy,Patrick J. Kennedy,Brian D. Kerns,Dale E. Kildee,Carolyn Cheeks Kilpatrick,Ron Kind,Peter T. King,Jack Kingston,Mark Steven Kirk,Gerald D. Kleczka,Joseph K. Knollenberg,James T. Kolbe,Dennis J. Kucinich,John J. LaFalce,Ray H. LaHood,Nicholas V. Lampson,Jim Langevin,Tom Lantos,Steve Largent,Rick Larsen,John B. Larson,Tom Latham,Steven C. LaTourette,James A. Leach,Barbara Lee,Sander M. Levin,Jerry Lewis,John Lewis,Ron Lewis,John Linder,William O. Lipinski,Frank A. LoBiondo,Zoe Lofgren,Nita M. Lowey,Kenneth R. Lucas,Frank D. Lucas,Bill Luther,Stephen F. Lynch,James H. Maloney,Carolyn B. Maloney,Donald Manzullo,Edward J. Markey,Frank Mascara,Jim Matheson,Robert T. Matsui,Karen McCarthy,Carolyn McCarthy,Betty McCollum,Jim O. McCrery,Jim McDermott,Jim McGovern,John M. McHugh,Scott McInnis,Mike McIntyre,Howard P. McKeon,Cynthia McKinney,Michael R. McNulty,Martin T. Meehan,Carrie P. Meek,Gregory W. Meeks,Robert Menendez,John L. Mica,Juanita Millender-McDonald,Dan Miller,Gary G. Miller,George Miller,Jeff Miller,Patsy T. Mink,Alan B. Mollohan,Dennis Moore,Jerry Moran,James P. Moran,Constance A. Morella,John P. Murtha,Sue Myrick,Jerrold Nadler,Grace F. Napolitano,Richard E. Neal,George R. Nethercutt,Robert William Ney,Anne Meagher Northup,Charles W. Norwood,James Allen Nussle,James L. Oberstar,David R. Obey,John W. Olver,Solomon P. Ortiz,Thomas William Osborne,Doug Ose,C.L. Otter,Major R. Owens,Michael G. Oxley,Frank Pallone,Bill Pascrell Jr.,Ed Pastor,Ron Paul,Donald M. Payne,Nancy Pelosi,Mike Pence,Collin C. Peterson,John E. Peterson,Tom Petri,David D. Phelps,Charles W. Pickering,Joe Pitts,Todd R. Platts,Richard W. Pombo,Earl Pomeroy,Rob Portman,David E. Price,Deborah D. Pryce,Adam H. Putnam,Jack Quinn,George P. Radanovich,Nick J. Rahall II,James M. Ramstad,Charles B. Rangel,Ralph Regula,Denny Rehberg,Silvestre Reyes,Thomas M. Reynolds,Bob Riley,Lynn N. Rivers,Ciro D. Rodriguez,Tim Roemer,Harold Rogers,Mike Rogers,Dana Rohrabacher,Ileana Ros-Lehtinen,Mike Ross,Steven R. Rothman,Marge Roukema,Lucille Roybal-Allard,Edward Royce,Bobby L. Rush,Paul D. Ryan,Jim R. Ryun,Martin Olav Sabo,Loretta Sánchez,Bernard Sanders,Max A. Sandlin,Tom Sawyer,H. James Saxton,Bob Schaffer,Jan Schakowsky,Adam B. Schiff,Edward L. Schrock,Robert C. Scott,F. James Sensenbrenner,José E. Serrano,Pete Sessions,John Shadegg,E. Clay Shaw,Christopher H. Shays,Brad Sherman,Donald L. Sherwood,John Shimkus,Ronnie Shows,Bud Shuster,Robert Ruhl Simmons,Mike Simpson,Joe Skeen,Ike Skelton,Louise M. Slaughter,Nick Smith,Christopher H. Smith,Lamar Smith,Adam Smith,Vic Snyder,Hilda L. Solis,Mark Souder,John M. Spratt Jr.,Pete Stark,Cliff Stearns,Charles W. Stenholm,Ted Strickland,Bob Stump,Bart Stupak,John E. Sununu,John E. Sweeney,Thomas G. Tancredo,John Tanner,Ellen O. Tauscher,William J. Tauzin,Gene Taylor,Charles H. Taylor,Lee Terry,William M. Thomas,Mike Thompson,Bennie Thompson,William M. Thornberry,John Thune,Karen L. Thurman,Todd Tiahrt,Pat Tiberi,John F. Tierney,Patrick J. Toomey,Edolphus Towns,James A. Traficant Jr.,James Turner,Mark Udall,Tom Udall,Fred Upton,Nydia M. Velázquez,Peter J. Visclosky,David Vitter,Greg Walden,James T. Walsh,Zach Wamp,Maxine Waters,Wes Watkins,Diane Watson,Melvin Watt,J.C. Watts,Henry A. Waxman,Anthony Weiner,David J. Weldon,W. Curtis Weldon,Gerald C. Weller,Robert Wexler,Edward Whitfield,Roger Wicker,Heather A. Wilson,Joe Wilson,Frank R. Wolf,Lynn Woolsey,David Wu,Albert Russell Wynn,Don Young,C. W. Bill Young,John Sullivan,Virgil H. Goode
congress,chamber,session,roll_call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,House,2,1,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Not Voting,Present,Present,Not Voting,Present,Not Voting,Present,Present,Present,Not Voting,Not Voting,Present,Present,Present,Not Voting,Not Voting,Present,Present,Present,Not Voting,Not Voting,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Not Voting,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Not Voting,Present,Present,Not Voting,Present,Present,Present,Not Voting,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Not Voting,Present,Present,Not Voting,Not Voting,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Not Voting,Present,Present,Not Voting,Present,Not Voting,Not Voting,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Not Voting,Present,Present,Present,Not Voting,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Not Voting,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Not Voting,Present,Present,Present,Present,Not Voting,Not Voting,Present,Present,Not Voting,Present,Present,Present,Not Voting,Present,Present,Not Voting,Present,Present,Present,Not Voting,Not Voting,Present,Not Voting,Present,Not Voting,Not Voting,Present,Present,Not Voting,Present,Present,Not Voting,Present,Not Voting,Present,Present,Present,Present,Present,Not Voting,Not Voting,Present,Present,Not Voting,Not Voting,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Not Voting,Not Voting,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Not Voting,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Not Voting,Not Voting,Present,Not Voting,Not Voting,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Not Voting,Present,Not Voting,Present,,
