party,,,,D,D,R,R,R,D,D,D,D,D,R,R,D,R,D,R,D,R,R,D,D,D,D,D,R,R,R,D,D,R,R,D,R,R,R,R,R,D,D,D,R,D,D,D,R,D,R,D,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,D,D,R,R,D,R,D,D,D,D,D,R,D,R,R,D,D,D,D,D,D,R,D,R,D,R,D,D,D,D,R,R,R,D,R,R,D,D,D,D,R,R,R,D,D,D,D,R,D,R,R,R,D,R,D,D,D,R,D,R,D,D,R,R,D,D,R,R,D,R,R,R,R,R,D,R,R,R,R,R,D,R,D,R,R,R,D,R,R,D,R,R,D,D,D,D,D,R,D,D,R,D,R,R,R,R,R,D,D,D,D,D,D,R,D,R,D,D,D,D,D,R,R,R,D,D,R,D,D,D,R,D,R,D,R,R,D,R,D,D,D,R,D,D,D,D,R,R,R,R,D,R,R,D,R,R,R,D,D,D,D,D,R,R,D,D,R,D,R,R,D,R,D,D,D,R,R,D,R,D,D,R,R,D,D,D,D,R,D,R,D,R,R,D,D,R,R,D,R,R,D,D,D,D,D,D,R,D,D,R,R,D,R,D,D,D,D,D,R,D,D,D,R,D,R,R,D,D,D,R,R,R,D,D,D,D,D,D,D,R,D,R,D,R,D,D,R,R,R,R,R,R,D,R,R,D,R,R,R,D,R,D,R,R,R,R,D,R,D,R,R,R,R,R,R,D,D,D,R,D,D,D,R,D,R,D,D,D,R,D,D,R,D,D,D,R,D,R,D,R,R,D,D,R,D,R,R,D,D,D,R,R,R,D,D,D,R,D,D,D,R,D,R,D,R,D,D,D,R,D,D,R,R,R,D,D,R,D,D,R,D,D,D,R,R,R,D,R,D,D,D,D,D,D,D,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R,D,D,D,R,D,R,D,D,R,R
state,,,,HI,NY,AL,MO,LA,ME,PA,NJ,NY,CA,MN,AL,WA,LA,WI,SC,GA,MD,TX,IL,CA,NV,CA,AR,IL,CA,FL,GA,NY,UT,TN,OR,MO,OH,AL,CA,AR,OK,IA,VA,LA,FL,KS,PA,TX,IA,SC,FL,FL,FL,TX,IN,NC,IN,CA,MI,CA,UT,VA,WV,CA,MA,CA,MO,PA,IN,TX,DE,FL,OH,KY,NY,MO,MO,SC,NC,TN,OK,TX,MI,TN,CA,IL,CT,AL,FL,NY,WY,TX,TX,MD,AL,CA,IL,KY,TN,VA,TN,VA,GA,OR,CO,MA,CT,PA,FL,FL,WA,MI,TX,IN,CA,PA,VA,CA,TN,TX,MI,MN,IN,IL,MO,NY,PA,CA,NC,AL,OK,CA,PA,FL,NJ,CA,AZ,VA,NE,NY,NC,MA,AZ,NJ,CA,NJ,PA,AZ,MD,NY,OH,GA,TX,TX,VA,VA,TN,TX,MO,TX,TX,AZ,IL,NY,TX,IL,CA,IL,FL,WA,NC,NV,TX,CA,SD,NY,IN,NY,TX,HI,OH,NH,MI,PA,NJ,CA,OR,MD,MO,CA,SC,WA,NY,CA,IL,TX,LA,LA,GA,IL,TX,TX,NC,OH,OH,WI,PA,OH,FL,RI,MI,MI,WI,IA,NY,GA,IL,FL,MN,MI,OH,NY,IL,CO,TX,RI,CA,WA,CT,IA,OH,CA,MI,CA,GA,KY,GA,IL,NJ,IA,CA,NY,OK,CA,MA,FL,FL,NY,IL,TX,MA,GA,UT,CA,CA,NY,TX,MN,MI,LA,WA,MA,NC,NY,NC,CA,WA,CA,NY,MA,FL,NY,LA,FL,ME,CA,FL,MI,NC,CA,CA,AZ,WV,KS,WI,KS,VA,CT,PA,PA,PA,CO,NC,NY,CA,MA,TX,GA,CA,MN,WI,MA,TX,NJ,NJ,AZ,TX,NJ,NM,CA,IN,CO,MN,PA,WI,MS,PA,PA,TX,ND,NV,GA,NC,OH,FL,CA,WV,MN,NY,OH,MT,WA,AZ,TX,NY,TX,AL,KY,MI,CA,FL,IL,AR,NJ,CA,CA,MD,IL,OH,WI,CO,ID,CA,CA,MD,NJ,IL,CA,OH,PA,GA,VA,WI,NY,TX,PA,AZ,CT,NH,CA,IL,NC,PA,ID,NJ,MO,NY,NE,NJ,TX,WA,AR,CA,IN,OH,SC,CA,FL,MI,OK,OH,CO,TN,CA,MS,NE,CA,MS,TX,KS,OH,MA,NY,OH,CO,NM,MI,MD,NY,IN,MI,OR,NY,MN,TN,FL,CA,CA,NC,CA,NY,VT,FL,IL,GA,FL,KY,MS,NM,OH,SC,VA,CA,OR,MD,KY,AK,FL,GU,VI,AS,PR,DC,GA,CA,MA,OH,VA
district,,,,1,5,4,2,5,1,4,1,24,43,6,6,3,6,2,3,12,6,6,8,31,1,28,1,13,50,9,2,1,1,7,3,7,8,1,45,3,2,3,9,7,2,2,1,8,1,1,3,5,13,26,5,1,4,44,4,48,3,7,2,23,8,18,3,10,7,31,1,11,1,6,11,1,5,6,6,9,4,11,14,5,20,12,2,5,4,7,1,28,7,7,7,53,7,4,1,1,4,11,9,4,1,10,3,15,21,25,6,15,25,2,4,14,2,26,2,17,3,5,8,5,8,17,3,14,2,2,5,17,2,24,7,51,6,4,1,13,5,4,2,11,24,5,6,8,1,20,5,11,1,20,5,6,6,12,6,9,29,7,4,19,4,17,36,14,23,4,8,2,5,2,1,27,9,22,15,2,7,2,2,17,12,15,5,5,9,52,4,1,2,49,2,18,2,1,4,15,30,3,3,11,4,8,11,9,8,1,5,13,3,5,3,1,10,22,2,9,10,29,18,5,22,2,12,2,1,4,14,9,12,41,5,2,7,3,2,2,16,18,3,3,9,14,16,14,16,24,7,8,2,5,22,4,10,4,11,4,7,3,10,23,7,25,5,11,21,5,17,6,3,7,2,37,1,10,13,42,7,5,1,3,4,1,8,5,8,18,12,4,9,8,38,2,19,10,21,8,7,1,27,6,8,4,14,10,2,8,6,7,7,5,6,3,16,19,2,1,3,6,4,15,12,19,3,3,15,16,1,8,1,16,26,23,3,5,8,46,18,6,4,9,34,40,2,1,17,1,3,1,39,47,3,3,9,29,2,13,13,3,5,16,32,7,3,4,1,27,19,11,9,2,13,4,28,3,4,21,9,2,32,3,18,5,13,6,1,1,13,6,8,10,4,2,1,2,13,4,12,6,10,3,2,3,6,8,12,1,7,2,25,1,3,20,35,33,12,30,9,1,15,11,3,19,1,1,1,6,2,10,6,1,4,3,1,10,79,79,79,80,79,10,37,5,5,1
dw_nominate,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
member_id,,,,A000014,A000022,A000055,A000358,A000361,A000357,A000362,A000210,A000363,B001234,B001256,B000013,B001229,B000072,B001230,B001239,B001252,B000208,B000213,B001253,B000287,B001231,B000410,B000420,B001232,B000461,B001257,B000490,B001242,B001250,B001243,B000574,B000575,B000589,B001244,B001228,B001236,B001254,B000652,B000657,B001255,B000716,B001258,B001227,B000755,B001259,B001235,B000911,B001247,B001260,B001248,B001149,B001251,B001203,C000059,C000071,C001064,C000116,C001046,C001047,C001036,C001037,C001050,C001060,C001065,C000191,C001051,C000243,C001066,C000266,C001058,C001067,C001049,C001061,C000537,C000556,C001068,C001053,C001062,C000714,C000754,C001059,C000794,C001069,C000868,C001045,C001038,C000962,C001063,C001048,C000984,D000602,D000598,D000096,D000603,D000606,D000597,D000599,D000136,D000168,D000191,D000197,D000210,D000216,D000604,D000299,D000600,D000327,D000355,D000399,D000607,D000429,D000482,D000605,D000492,D000533,E000063,E000092,E000288,E000289,E000287,E000172,E000179,E000187,E000215,E000226,E000268,F000453,F000030,F000043,F000447,F000443,F000116,F000444,F000445,F000449,F000440,F000450,F000339,F000448,F000372,G000021,G000548,G000549,G000554,G000180,G000555,G000210,G000550,G000552,G000544,G000280,G000289,G000309,G000377,G000546,G000553,G000410,G000551,G000535,H001039,H000067,H001040,H000213,H000323,H000324,H000329,H001029,H001041,H001036,H000528,H001037,H001038,H001030,H000627,H000636,H001042,H000666,H001043,H000676,H000712,H001032,H001034,H000762,H000874,H000948,H000981,I000023,I000026,I000057,I000056,J000283,J000032,J000070,J000287,J000288,J000285,J000126,J000174,J000255,J000284,J000289,K000365,K000008,K000009,K000361,K000113,K000172,K000180,K000188,K000362,K000210,K000220,K000360,K000366,K000363,K000288,K000336,K000364,L000552,L000564,L000043,L000559,L000090,L000560,L000557,L000111,L000553,L000551,L000263,L000274,L000287,L000293,L000321,L000563,L000554,L000565,L000397,L000480,L000491,L000517,L000562,M001155,M001164,M000087,M001138,M001158,M000133,M001146,M001142,M001163,M001165,M000309,M001157,M001143,M001147,M000388,M000404,M000312,M001156,M000472,M000485,M000508,M001159,M001166,M000590,M000627,M001148,M001137,M001161,M000689,M001149,M000714,M001144,M001150,M001154,M001139,M000725,M001167,M000844,M001140,M001160,M000934,M000933,M001169,M001168,M001151,M001120,M001152,M001134,N000002,N000179,N000015,N000182,N000159,N000181,O000006,O000007,O000085,O000107,P000034,P000096,P000099,P000583,P000149,P000588,P000197,P000587,P000593,P000258,P000263,P000265,P000323,P000373,P000585,P000592,P000422,P000589,P000591,P000523,P000555,P000586,R000004,R000011,R000033,R000053,R000141,R000571,R000578,R000574,R000170,R000569,R000568,R000575,R000395,R000572,R000409,R000435,R000580,R000573,R000462,R000486,R000487,R000576,R000515,R000577,R000570,S001158,S001167,S001156,S000030,S001168,S000097,S001145,S001150,S001164,S001162,S001157,S000185,S000244,S000248,S000250,S001169,S000275,S001144,S001170,S000344,S000364,S001171,S001154,S001148,S001165,S000465,S000480,S001172,S000522,S000583,S000510,S000672,S001153,S001143,S001173,S000749,S000810,S000822,S001045,S001155,S001174,T000458,T000038,T000057,T000074,T000459,T000460,T000193,T000238,T000260,T000462,T000266,T000326,T000463,U000038,U000039,U000031,V000128,V000081,V000108,W000798,W000791,W000099,W000799,W000119,W000797,W000187,W000794,W000207,W000215,W000792,W000800,W000267,W000273,W000796,W000314,W000413,W000437,W000789,W000801,W000795,W000672,W000738,W000793,W000784,Y000062,Y000033,Y000031,B001245,C000380,F000010,F000452,N000147,B001262,R000581,T000465,L000566,W000804
name,,,,Neil Abercrombie,Gary L. Ackerman,Robert B. Aderholt,Todd Akin,Rodney Alexander,Thomas H. Allen,Jason Altmire,Robert E. Andrews,Michael Arcuri,Joe Baca,Michele Bachmann,Spencer Bachus,Brian Baird,Richard Hugh Baker,Tammy Baldwin,J. Gresham Barrett,John Barrow,Roscoe G. Bartlett,Joe L. Barton,Melissa Bean,Xavier Becerra,Shelley Berkley,Howard L. Berman,Marion Berry,Judy Biggert,Brian P. Bilbray,Gus Bilirakis,Sanford D. Bishop Jr.,Timothy H. Bishop,Rob Bishop,Marsha Blackburn,Earl Blumenauer,Roy Blunt,John A. Boehner,Jo Bonner,Mary Bono Mack,John Boozman,Dan Boren,Leonard L. Boswell,Rick Boucher,Charles Boustany Jr.,Allen Boyd,Nancy E. Boyda,Robert A. Brady,Kevin Brady,Bruce Braley,Henry E. Brown Jr.,Corrine Brown,Ginny Brown-Waite,Vern Buchanan,Michael C. Burgess,Dan Burton,G. K. Butterfield,Steve Buyer,Ken Calvert,Dave Camp,John Campbell,Christopher B. Cannon,Eric Cantor,Shelley Moore Capito,Lois Capps,Michael E. Capuano,Dennis Cardoza,Russ Carnahan,Christopher Carney,Julia M. Carson,John Carter,Michael N. Castle,Kathy Castor,Steven J. Chabot,Ben Chandler,Yvette D. Clarke,William Lacy Clay,Emanuel Cleaver II,James E. Clyburn,Howard Coble,Steve Cohen,Tom Cole,K. Michael Conaway,John Conyers Jr.,Jim Cooper,Jim Costa,Jerry F. Costello,Joe Courtney,Robert E. Cramer,Ander Crenshaw,Joseph Crowley,Barbara L. Cubin,Henry Cuellar,John Culberson,Elijah E. Cummings,Artur Davis,Susan A. Davis,Danny K. Davis,Geoff Davis,David Davis,Jo Ann S. Davis,Lincoln Davis,Thomas M. Davis,Nathan Deal,Peter A. DeFazio,Diana DeGette,Bill Delahunt,Rosa DeLauro,Charlie Dent,Lincoln Diaz-Balart,Mario Diaz-Balart,Norman D. Dicks,John D. Dingell,Lloyd Doggett,Joe Donnelly,John T. Doolittle,Mike Doyle,Thelma D. Drake,David Dreier,John J. Duncan Jr.,Chet Edwards,Vernon J. Ehlers,Keith Ellison,Brad Ellsworth,Rahm Emanuel,Jo Ann Emerson,Eliot L. Engel,Phil English,Anna G. Eshoo,Bob Etheridge,Terry Everett,Mary Fallin,Sam Farr,Chaka Fattah,Tom C. Feeney,Michael Ferguson,Bob Filner,Jeff Flake,J. Randy Forbes,Jeff Fortenberry,Vito J. Fossella,Virginia Foxx,Barney Frank,Trent Franks,Rodney Frelinghuysen,Elton Gallegly,Scott Garrett,Jim Gerlach,Gabrielle Giffords,Wayne T. Gilchrest,Kirsten E. Gillibrand,Paul E. Gillmor,Phil Gingrey,Louie Gohmert,Charlie Gonzalez,Virgil H. Goode,Robert W. Goodlatte,Bart Gordon,Kay Granger,Sam Graves,Al Green,Gene Green,Raúl M. Grijalva,Luis V. Gutiérrez,John Hall,Ralph M. Hall,Phil Hare,Jane Harman,J. Dennis Hastert,Alcee L. Hastings,Doc Hastings,Robin C. Hayes,Dean Heller,Jeb Hensarling,Wally Herger,Stephanie Herseth Sandlin,Brian Higgins,Baron P. Hill,Maurice D. Hinchey,Rubén Hinojosa,Mazie K. Hirono,David Lee Hobson,Paul W. Hodes,Peter Hoekstra,Tim Holden,Rush Holt,Michael M. Honda,Darlene Hooley,Steny H. Hoyer,Kenny C. Hulshof,Duncan L. Hunter,Bob Inglis,Jay Inslee,Steve Israel,Darrell Issa,Jesse L. Jackson Jr.,Sheila Jackson Lee,William J. Jefferson,Bobby Jindal,Hank Johnson,Timothy V. Johnson,Eddie Bernice Johnson,Sam Johnson,Walter B. Jones,Stephanie Tubbs Jones,Jim Jordan,Steve Kagen,Paul E. Kanjorski,Marcy Kaptur,Ric Keller,Patrick J. Kennedy,Dale E. Kildee,Carolyn Cheeks Kilpatrick,Ron Kind,Steve King,Peter T. King,Jack Kingston,Mark Steven Kirk,Ron Klein,John Kline,Joseph K. Knollenberg,Dennis J. Kucinich,John R. Kuhl,Ray H. LaHood,Doug Lamborn,Nicholas V. Lampson,Jim Langevin,Tom Lantos,Rick Larsen,John B. Larson,Tom Latham,Steven C. LaTourette,Barbara Lee,Sander M. Levin,Jerry Lewis,John Lewis,Ron Lewis,John Linder,Daniel Lipinski,Frank A. LoBiondo,Dave Loebsack,Zoe Lofgren,Nita M. Lowey,Frank D. Lucas,Dan Lungren,Stephen F. Lynch,Connie Mack,Tim Mahoney,Carolyn B. Maloney,Donald Manzullo,Kenny Marchant,Edward J. Markey,Jim Marshall,Jim Matheson,Doris Matsui,Kevin McCarthy,Carolyn McCarthy,Michael McCaul,Betty McCollum,Thaddeus McCotter,Jim O. McCrery,Jim McDermott,Jim McGovern,Patrick T. McHenry,John M. McHugh,Mike McIntyre,Howard P. McKeon,Cathy McMorris Rodgers,Jerry McNerney,Michael R. McNulty,Martin T. Meehan,Kendrick B. Meek,Gregory W. Meeks,Charlie Melancon,John L. Mica,Michael H. Michaud,Juanita Millender-McDonald,Jeff Miller,Candice S. Miller,Brad Miller,Gary G. Miller,George Miller,Harry E. Mitchell,Alan B. Mollohan,Dennis Moore,Gwen Moore,Jerry Moran,James P. Moran,Christopher S. Murphy,Patrick J. Murphy,Tim Murphy,John P. Murtha,Marilyn N. Musgrave,Sue Myrick,Jerrold Nadler,Grace F. Napolitano,Richard E. Neal,Randy Neugebauer,Charles W. Norwood,Devin Nunes,James L. Oberstar,David R. Obey,John W. Olver,Solomon P. Ortiz,Frank Pallone,Bill Pascrell Jr.,Ed Pastor,Ron Paul,Donald M. Payne,Steve Pearce,Nancy Pelosi,Mike Pence,Ed Perlmutter,Collin C. Peterson,John E. Peterson,Tom Petri,Charles W. Pickering,Joe Pitts,Todd R. Platts,Ted Poe,Earl Pomeroy,Jon Christopher Porter,Tom Price,David E. Price,Deborah D. Pryce,Adam H. Putnam,George P. Radanovich,Nick J. Rahall II,James M. Ramstad,Charles B. Rangel,Ralph Regula,Denny Rehberg,Dave Reichert,Rick Renzi,Silvestre Reyes,Thomas M. Reynolds,Ciro D. Rodriguez,Mike D. Rogers,Harold Rogers,Mike Rogers,Dana Rohrabacher,Ileana Ros-Lehtinen,Peter Roskam,Mike Ross,Steven R. Rothman,Lucille Roybal-Allard,Edward Royce,C.A. Dutch Ruppersberger,Bobby L. Rush,Tim Ryan,Paul D. Ryan,John Salazar,Bill Sali,Linda T. Sánchez,Loretta Sánchez,John Sarbanes,H. James Saxton,Jan Schakowsky,Adam B. Schiff,Jean Schmidt,Allyson Y. Schwartz,David Scott,Robert C. Scott,F. James Sensenbrenner,José E. Serrano,Pete Sessions,Joe Sestak,John Shadegg,Christopher H. Shays,Carol Shea-Porter,Brad Sherman,John Shimkus,Heath Shuler,Bill Shuster,Mike Simpson,Albio Sires,Ike Skelton,Louise M. Slaughter,Adrian Smith,Christopher H. Smith,Lamar Smith,Adam Smith,Vic Snyder,Hilda L. Solis,Mark Souder,Zack Space,John M. Spratt Jr.,Pete Stark,Cliff Stearns,Bart Stupak,John Sullivan,Betty Sutton,Thomas G. Tancredo,John Tanner,Ellen O. Tauscher,Gene Taylor,Lee Terry,Mike Thompson,Bennie Thompson,William M. Thornberry,Todd Tiahrt,Pat Tiberi,John F. Tierney,Edolphus Towns,Michael R. Turner,Mark Udall,Tom Udall,Fred Upton,Chris Van Hollen,Nydia M. Velázquez,Peter J. Visclosky,Tim Walberg,Greg Walden,James T. Walsh,Tim Walz,Zach Wamp,Debbie Wasserman Schultz,Maxine Waters,Diane Watson,Melvin Watt,Henry A. Waxman,Anthony Weiner,Peter Welch,David J. Weldon,Gerald C. Weller,Lynn Westmoreland,Robert Wexler,Edward Whitfield,Roger Wicker,Heather A. Wilson,Charlie Wilson,Joe Wilson,Frank R. Wolf,Lynn Woolsey,David Wu,Albert Russell Wynn,John Yarmuth,Don Young,C. W. Bill Young,Madeleine Z. Bordallo,Donna M.C. Christensen,Eni F. H. Faleomavaega,Luis G. Fortuno,Eleanor Holmes Norton,Paul Broun,Laura Richardson,Niki Tsongas,Robert E. Latta,Robert J. Wittman
congress,chamber,session,roll_call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,House,1,1,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,,,,,,,,,,
