party,,,,R,D,R,D,R,D,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D,R,R,D,R,D,D,D,R,D,R,D,R,R,D,D,R,R,R,R,R,R,D,D,R,R,D,D,D,R,R,D,D,D,D,D,R,R,D,D,D,D,D,D,D,R,R,D,D,R,R,R,R,R,D,R,D,D,D,D,D,D,R,R,D,D,D,D,D,R,D,R,D,D,R,D,D,D,D,D,D,D,D,R,D,R,D,D,D,R,R,R,R,D,D,D,D,R,D,R,D,R,R,D,R,R,D,R,D,D,R,D,R,R,D,D,D,D,R,R,R,D,D,R,D,R,R,D,R,R,R,R,R,D,R,D,R,R,R,D,R,D,R,R,D,D,D,R,R,R,R,D,R,D,D,R,R,D,D,D,D,R,D,R,R,R,D,D,D,D,R,R,R,D,R,R,R,R,D,R,D,D,R,R,D,D,D,D,D,D,R,R,R,D,D,D,R,R,R,D,R,D,D,D,R,D,D,D,D,R,D,D,D,D,D,D,D,R,R,D,D,R,R,D,D,D,D,D,D,R,R,R,R,R,D,D,D,R,R,R,D,D,D,R,R,R,D,R,D,D,R,R,R,R,R,D,D,D,D,R,D,D,D,D,D,R,D,R,R,D,D,R,D,R,D,R,D,D,D,D,D,R,D,R,D,D,D,D,D,D,R,D,D,D,D,R,R,R,D,R,D,R,R,R,R,R,R,D,R,D,R,R,D,D,D,D,R,D,D,D,R,D,D,D,D,D,D,R,D,R,D,R,D,D,D,D,D,R,R,D,D,R,R,R,D,R,D,D,R,D,D,R,R,R,R,D,R,R,D,D,D,R,D,D,R,R,R,R,D,D,D,D,D,D,D,R,D,R,D,D,D,D,D,D,R,R,R,R,R,R,D,D,R,D,R,R,D,R,R,D,D,R,D,R,R,R,R,R,D,R,R,R,R,D,D,R,D,D
state,,,,LA,NC,AL,CA,GA,TX,MI,NV,ND,TX,IA,TX,NE,IN,OH,IN,KY,CA,CA,OH,CA,MI,VA,AZ,FL,GA,UT,OR,DE,OR,IL,PA,TX,NY,AL,IN,MD,CA,FL,CO,IN,NC,TN,TX,IL,NC,AL,CA,CA,CA,IN,GA,TX,PA,HI,IL,FL,TX,OH,WY,CA,RI,CA,MA,NY,MO,MO,VA,TX,SC,TN,OK,GA,NY,KY,TX,VA,CA,TN,CA,CA,CT,CA,MN,AR,TX,FL,CO,TX,MD,SC,UT,KS,OH,CA,IL,IL,PA,OR,CO,CT,WA,NY,FL,CA,TN,FL,FL,MI,TX,PA,WI,SC,FL,MN,NY,TX,CA,NY,KS,PA,GA,IA,PA,TN,TX,TX,NE,IL,NC,FL,OH,ID,HI,FL,WI,AZ,CA,IL,TX,MT,OH,TX,ME,CA,OH,TX,TX,AZ,NJ,TX,GA,LA,MO,TN,TX,VA,AZ,WI,MS,KY,NM,MN,CA,MD,MO,FL,CT,WA,OK,WA,GA,LA,NY,AR,CA,CT,NC,IN,OK,NV,PA,MD,NC,CA,MI,CA,TX,TX,WA,NY,GA,LA,OH,SD,TX,NC,OH,OH,PA,OH,NY,MA,IL,MS,PA,MA,CA,MI,WA,NJ,WI,IA,NY,IL,AZ,IL,NH,TN,IL,CA,PA,CO,RI,WA,CT,OH,MI,FL,CA,NV,AZ,CA,MI,GA,CA,IL,IA,CA,MO,GA,CA,NY,OK,MO,NM,VA,MA,NJ,NY,NY,TX,PA,KS,KY,FL,CA,UT,GA,CA,TX,CA,MN,VA,MA,NC,WV,WA,CA,NC,NY,NY,PA,WV,MI,MI,WV,WI,NY,MA,FL,OK,FL,NY,CA,MA,CO,WA,NJ,SC,CA,AZ,NY,TX,MN,MS,NJ,AL,CA,NH,NJ,NJ,CA,IN,CO,PA,CA,MN,MN,ME,WI,CA,FL,MA,NC,IL,MD,TX,NY,PA,NY,SC,LA,VA,AL,TN,AL,KY,FL,NY,TN,CA,NC,TX,CA,CA,MD,IL,FL,OH,CA,MD,LA,PA,IL,CA,IL,OR,WA,AZ,VA,GA,GA,WI,NY,AL,FL,CA,NJ,IL,ID,NJ,MI,MO,NE,NJ,WA,PA,FL,VA,FL,CA,AZ,MN,NY,WI,FL,MI,UT,OH,NY,CA,CA,TX,CA,MS,PA,TX,SC,CO,NV,MI,NY,CA,NM,MA,MD,OH,IL,MI,NJ,CA,TX,TX,NY,IN,MO,MI,OR,NC,IN,FL,FL,CA,KS,NJ,TX,FL,VT,OH,AR,VA,PA,TX,FL,SC,VA,AR,GA,TX,KY,FL,AK,NY,PR,DC,VI,AS,MP,GU
district,,,,5,12,4,31,12,32,3,2,1,19,3,36,2,4,12,3,6,44,37,3,7,1,8,5,12,2,1,3,1,1,12,2,8,22,5,5,4,26,16,4,8,13,2,26,17,1,1,42,24,29,7,1,31,8,1,6,14,20,1,1,27,1,39,5,9,1,5,6,27,6,9,4,9,27,1,11,11,8,5,46,16,2,21,2,1,2,13,6,28,7,1,3,3,8,53,7,13,4,4,1,3,1,19,10,11,4,22,25,12,35,18,7,3,2,6,16,16,18,13,4,3,3,1,1,3,7,17,1,11,5,21,11,1,2,1,8,7,3,4,29,1,7,1,2,34,16,15,5,4,5,12,14,6,6,7,9,9,3,6,3,2,1,1,10,1,4,20,5,10,1,3,10,3,26,2,25,4,2,9,5,4,6,5,8,2,2,50,23,18,7,8,4,4,6,1,30,3,4,14,13,9,24,9,2,1,16,4,17,5,6,3,3,4,2,16,2,8,2,8,18,1,17,5,2,2,1,5,14,5,13,3,8,49,9,5,33,3,2,19,7,11,47,17,3,3,3,2,8,7,12,18,24,12,1,4,18,6,4,6,23,10,4,4,4,2,10,1,5,9,11,5,6,9,3,10,4,2,4,25,6,26,2,7,10,32,1,2,4,1,5,22,1,14,22,5,4,6,6,20,1,9,10,12,6,7,10,52,7,3,1,2,45,8,7,4,5,8,4,23,14,4,7,2,5,2,1,3,5,19,11,6,48,7,21,40,36,2,1,4,13,38,3,1,5,9,28,10,5,8,6,3,8,13,5,15,7,27,30,11,15,2,8,8,8,3,4,9,11,9,7,15,14,9,8,21,1,17,11,2,15,3,15,41,3,5,2,15,13,4,3,1,13,20,35,2,3,6,10,14,6,2,51,33,34,7,1,2,7,2,6,2,6,23,43,2,12,14,11,1,2,4,10,7,25,24,2,1,3,7,6,3,3,1,1,80,79,79,79,79,79
dw_nominate,,,,0.514,-0.469,0.363,-0.287,0.634,nan,0.641,0.38,nan,0.541,nan,0.708,0.431,nan,nan,0.65,0.489,-0.508,-0.587,-0.428,-0.229,0.441,-0.387,0.903,0.405,-0.281,0.53,-0.427,-0.325,-0.392,0.263,-0.397,0.518,nan,0.611,0.373,-0.343,-0.284,0.359,0.753,0.391,0.688,nan,0.571,-0.235,-0.403,0.544,0.349,-0.296,-0.38,-0.429,0.57,0.467,-0.37,-0.204,nan,-0.439,-0.395,0.583,0.529,-0.488,-0.389,nan,-0.49,-0.616,-0.48,-0.453,nan,nan,-0.464,-0.4,0.335,0.616,0.367,0.578,0.59,-0.307,0.387,-0.162,-0.276,-0.189,-0.344,nan,nan,0.385,nan,-0.21,nan,-0.226,-0.438,nan,0.54,nan,0.729,-0.343,-0.486,0.293,nan,-0.429,-0.432,-0.416,-0.279,nan,-0.347,-0.532,0.593,-0.401,0.277,-0.409,-0.402,-0.33,0.51,0.736,0.504,0.437,-0.408,nan,-0.381,-0.624,0.56,-0.452,0.545,nan,0.199,0.471,nan,0.595,0.301,-0.225,0.64,-0.402,-0.582,nan,-0.279,0.698,0.535,-0.452,-0.309,nan,nan,0.42,0.461,0.611,nan,-0.613,nan,-0.361,nan,0.638,-0.134,0.393,0.738,0.503,0.432,nan,-0.438,0.545,-0.599,0.62,nan,0.413,nan,nan,nan,0.622,0.493,-0.564,nan,-0.312,nan,0.371,0.741,0.555,-0.347,0.472,nan,-0.241,0.652,0.465,nan,-0.349,nan,-0.38,0.663,-0.425,0.626,0.519,0.328,-0.459,-0.706,-0.487,-0.469,0.579,0.426,nan,-0.486,0.244,0.71,0.258,nan,-0.35,0.205,-0.329,-0.462,0.577,0.325,-0.422,-0.608,-0.394,-0.308,nan,-0.262,0.618,0.261,0.268,-0.159,-0.312,-0.253,0.531,0.45,0.55,-0.09,0.686,-0.377,-0.364,-0.398,0.52,-0.443,-0.254,-0.683,nan,0.641,nan,nan,-0.59,-0.362,-0.232,-0.276,-0.402,0.549,0.664,-0.45,-0.389,0.364,0.446,-0.368,nan,-0.351,nan,-0.387,-0.236,0.599,0.352,0.497,0.667,0.35,-0.435,nan,nan,0.463,0.448,0.745,-0.417,-0.393,-0.539,0.575,0.292,0.43,-0.26,0.624,-0.413,-0.38,nan,nan,0.442,0.399,0.576,-0.53,nan,-0.299,nan,0.508,-0.155,-0.509,-0.448,-0.417,nan,0.366,-0.425,0.704,0.448,-0.172,nan,0.54,nan,0.494,-0.404,0.771,-0.311,nan,-0.367,-0.517,-0.49,nan,-0.282,0.663,-0.177,-0.148,nan,-0.421,-0.545,nan,0.512,nan,-0.343,-0.32,-0.552,0.74,0.293,nan,-0.286,0.583,-0.479,nan,0.37,0.492,0.34,0.333,0.544,nan,nan,nan,0.612,nan,-0.471,-0.239,-0.295,-0.479,0.359,-0.403,-0.508,-0.469,0.559,nan,-0.607,-0.348,-0.164,-0.192,nan,0.625,-0.451,0.571,-0.301,0.645,-0.491,-0.391,nan,-0.342,nan,0.371,0.293,-0.405,nan,0.613,0.509,0.162,-0.284,0.403,-0.382,nan,nan,-0.384,nan,nan,0.217,nan,nan,nan,0.519,0.3,-0.201,-0.365,-0.466,nan,-0.396,-0.516,0.31,0.527,nan,0.454,-0.301,nan,-0.422,-0.359,nan,nan,nan,0.267,nan,0.338,nan,-0.397,-0.404,-0.31,-0.547,-0.402,0.466,0.527,0.336,0.617,0.443,nan,-0.422,-0.654,nan,-0.636,0.707,0.485,-0.408,0.576,0.544,nan,nan,0.601,-0.474,0.544,0.423,0.348,0.634,nan,-0.378,0.701,0.281,0.37,nan,nan,nan,nan,nan,nan
member_id,,,,A000374,A000370,A000055,A000371,A000372,A000376,A000367,A000369,A000377,A000375,A000378,B001291,B001298,B001307,B001306,B001299,B001282,B001300,B001270,B001281,B001287,B001301,B001292,B001302,B001257,B000490,B001250,B000574,B001303,B001278,B001295,B001296,B000755,B001308,B001274,B001284,B001304,B001285,B001260,B001297,B001275,B001305,B001309,B001248,B001286,B001251,B001289,C000059,C001112,C001097,C001072,C001103,C001051,C001090,C001055,C001117,C001066,C001091,C000266,C001109,C001080,C001084,C001123,C001101,C001067,C001049,C001061,C001118,C001115,C000537,C001068,C001053,C001093,C001092,C001108,C001062,C001078,C001094,C000754,C001110,C001059,C001069,C001124,C001119,C001087,C001120,C001111,C001121,C001063,C000984,C001122,C001114,D000629,D000626,D000598,D000096,D000619,D000631,D000191,D000197,D000216,D000617,D000630,D000627,D000623,D000616,D000610,D000600,D000624,D000399,D000482,D000614,D000615,D000628,E000294,E000179,E000299,E000215,E000297,E000298,E000296,F000465,F000467,F000466,F000459,F000468,F000461,F000449,F000454,F000450,F000462,F000455,F000469,G000571,G000578,G000579,G000574,G000559,G000586,G000587,G000584,G000563,G000552,G000592,G000585,G000588,G000581,G000589,G000565,G000583,G000377,G000560,G000577,G000546,G000590,G000553,G000568,G000551,G000576,G000591,G000558,H001080,H001088,H001090,H001052,H001053,H000324,H001081,H001064,H001082,H001056,H001071,H001077,H001038,H001072,H001087,H001047,H001065,H001074,H001083,H001066,H001085,H000874,H001067,H001068,H001058,H001048,H001073,J000032,J000298,J000294,J000288,J000299,J000292,J000301,J000126,J000255,J000289,J000295,J000302,K000009,K000386,K000375,K000385,K000388,K000376,K000379,K000389,K000380,K000381,K000394,K000188,K000362,K000210,K000378,K000368,K000391,K000382,K000392,L000585,L000578,L000588,L000564,L000559,L000560,L000557,L000566,L000581,L000586,L000551,L000590,L000589,L000593,L000592,L000287,L000582,L000563,L000565,L000397,L000576,L000583,L000579,L000480,L000491,L000569,L000570,L000591,L000562,M001203,M000087,M001185,M001158,M001179,M001198,M001184,M001199,M001163,M001209,M001208,M001165,M001157,M001177,M001143,M001200,M000312,M001156,M001180,M001159,M001166,M001187,M001137,M001188,M001204,M001205,M001201,M001194,M001195,M001160,M001206,M001196,M001207,M001190,M001202,N000002,N000179,N000015,N000191,N000189,N000188,N000190,N000181,O000171,O000172,O000168,O000173,P000601,P000034,P000609,P000613,P000614,P000096,P000604,P000197,P000615,P000593,P000605,P000608,P000258,P000616,P000597,P000607,P000618,P000599,P000617,P000523,Q000023,R000606,R000601,R000585,R000610,R000602,R000597,R000588,R000611,R000591,R000582,R000575,R000395,R000607,R000613,R000612,R000616,R000603,R000614,R000486,R000599,R000576,R000515,R000609,R000577,S001156,S001168,S001176,S001205,S001145,S001150,S001190,S001180,S001216,S001183,S000185,S001189,S001157,S000244,S000248,S001185,S001206,S000344,S001207,S000364,S001148,S001165,S001208,S001195,S001172,S000522,S000510,S001199,S001200,S001209,S001210,S001175,S001211,S001212,S001196,S001213,S001214,S001215,S001192,S001187,S001201,S001193,T000472,T000479,T000460,T000193,T000467,T000238,T000480,T000470,T000468,T000481,T000469,T000474,T000484,T000482,T000483,T000463,U000040,U000031,V000133,V000130,V000131,V000132,V000081,V000108,W000812,W000798,W000791,W000819,W000813,W000823,W000797,W000187,W000824,W000822,W000814,W000806,W000800,W000815,W000821,W000825,W000826,W000816,W000808,W000795,W000804,W000809,W000810,W000827,Y000062,Y000065,Y000033,Z000017,G000582,N000147,P000610,R000600,S001177,S001204
name,,,,Ralph Abraham,Alma Adams,Robert B. Aderholt,Pete Aguilar,Rick Allen,Colin Allred,Justin Amash,Mark Amodei,Kelly Armstrong,Jodey Arrington,Cynthia Axne,Brian Babin,Don Bacon,James Baird,Troy Balderson,Jim Banks,Andy Barr,Nanette Barragán,Karen Bass,Joyce Beatty,Ami Bera,Jack Bergman,Donald Beyer,Andy Biggs,Gus Bilirakis,Sanford D. Bishop Jr.,Rob Bishop,Earl Blumenauer,Lisa Blunt Rochester,Suzanne Bonamici,Mike Bost,Brendan Boyle,Kevin Brady,Anthony Brindisi,Mo Brooks,Susan Brooks,Anthony Brown,Julia Brownley,Vern Buchanan,Ken Buck,Larry Bucshon,Ted Budd,Tim Burchett,Michael C. Burgess,Cheri Bustos,G. K. Butterfield,Bradley Byrne,Ken Calvert,Salud Carbajal,Tony Cárdenas,André Carson,Buddy Carter,John Carter,Matt Cartwright,Ed Case,Sean Casten,Kathy Castor,Joaquín Castro,Steven J. Chabot,Liz Cheney,Judy Chu,David Cicilline,Gilbert Cisneros,Katherine Clark,Yvette D. Clarke,William Lacy Clay,Emanuel Cleaver II,Ben Cline,Michael Cloud,James E. Clyburn,Steve Cohen,Tom Cole,Doug Collins,Chris Collins,James Comer,K. Michael Conaway,Gerald E. Connolly,Paul Cook,Jim Cooper,J. Luis Correa,Jim Costa,Joe Courtney,TJ Cox,Angie Craig,Rick Crawford,Dan Crenshaw,Charlie Crist,Jason Crow,Henry Cuellar,Elijah E. Cummings,Joe Cunningham,John Curtis,Sharice Davids,Warren Davidson,Susan A. Davis,Danny K. Davis,Rodney Davis,Madeleine Dean,Peter A. DeFazio,Diana DeGette,Rosa DeLauro,Suzan K. DelBene,Antonio Delgado,Val Demings,Mark DeSaulnier,Scott DesJarlais,Ted Deutch,Mario Diaz-Balart,Debbie Dingell,Lloyd Doggett,Mike Doyle,Sean Duffy,Jeffrey Duncan,Neal Dunn,Tom Emmer,Eliot L. Engel,Veronica Escobar,Anna G. Eshoo,Adriano Espaillat,Ron Estes,Dwight Evans,A. Drew Ferguson,Abby Finkenauer,Brian Fitzpatrick,Chuck Fleischmann,Lizzie Fletcher,Bill Flores,Jeff Fortenberry,Bill Foster,Virginia Foxx,Lois Frankel,Marcia L. Fudge,Russ Fulcher,Tulsi Gabbard,Matt Gaetz,Mike Gallagher,Ruben Gallego,John Garamendi,Jesús García,Sylvia Garcia,Greg Gianforte,Bob Gibbs,Louie Gohmert,Jared Golden,Jimmy Gomez,Anthony Gonzalez,Vicente Gonzalez,Lance Gooden,Paul Gosar,Josh Gottheimer,Kay Granger,Tom Graves,Garret Graves,Sam Graves,Mark Green,Al Green,Morgan Griffith,Raúl M. Grijalva,Glenn Grothman,Michael Guest,Brett Guthrie,Debra Haaland,Jim Hagedorn,Josh Harder,Andy Harris,Vicky Hartzler,Alcee L. Hastings,Jahana Hayes,Denny Heck,Kevin Hern,Jaime Herrera Beutler,Jody Hice,Clay Higgins,Brian Higgins,French Hill,Katie Hill,Jim Himes,George Holding,Trey Hollingsworth,Kendra Horn,Steven Horsford,Chrissy Houlahan,Steny H. Hoyer,Richard Hudson,Jared Huffman,Bill Huizenga,Duncan D. Hunter,Will Hurd,Sheila Jackson Lee,Pramila Jayapal,Hakeem Jeffries,Hank Johnson,Mike Johnson,Bill Johnson,Dusty Johnson,Eddie Bernice Johnson,Walter B. Jones,Jim Jordan,Dave Joyce,John Joyce,Marcy Kaptur,John Katko,Bill Keating,Robin Kelly,Trent Kelly,Mike Kelly,Joseph P. Kennedy III,Ro Khanna,Dan Kildee,Derek Kilmer,Andy Kim,Ron Kind,Steve King,Peter T. King,Adam Kinzinger,Ann Kirkpatrick,Raja Krishnamoorthi,Ann McLane Kuster,David Kustoff,Darin M. LaHood,Doug LaMalfa,Conor Lamb,Doug Lamborn,Jim Langevin,Rick Larsen,John B. Larson,Robert E. Latta,Brenda Lawrence,Al Lawson,Barbara Lee,Susie Lee,Debbie Lesko,Mike Levin,Andy Levin,John Lewis,Ted Lieu,Daniel Lipinski,Dave Loebsack,Zoe Lofgren,Billy Long,Barry Loudermilk,Alan Lowenthal,Nita M. Lowey,Frank D. Lucas,Blaine Luetkemeyer,Ben Ray Luján,Elaine Luria,Stephen F. Lynch,Tom Malinowski,Carolyn B. Maloney,Sean Patrick Maloney,Kenny Marchant,Tom Marino,Roger Marshall,Thomas Massie,Brian Mast,Doris Matsui,Ben McAdams,Lucy McBath,Kevin McCarthy,Michael McCaul,Tom McClintock,Betty McCollum,A. Donald McEachin,Jim McGovern,Patrick T. McHenry,David McKinley,Cathy McMorris Rodgers,Jerry McNerney,Mark Meadows,Gregory W. Meeks,Grace Meng,Daniel Meuser,Carol Miller,Paul Mitchell,John Moolenaar,Alex Mooney,Gwen Moore,Joe Morelle,Seth Moulton,Debbie Mucarsel-Powell,Markwayne Mullin,Stephanie Murphy,Jerrold Nadler,Grace F. Napolitano,Richard E. Neal,Joe Neguse,Dan Newhouse,Donald W. Norcross,Ralph Norman,Devin Nunes,Tom O'Halleran,Alexandria Ocasio-Cortez,Pete Olson,Ilhan Omar,Steven Palazzo,Frank Pallone,Gary Palmer,Jimmy Panetta,Chris Pappas,Bill Pascrell Jr.,Donald M. Payne Jr.,Nancy Pelosi,Greg Pence,Ed Perlmutter,Scott Perry,Scott Peters,Collin C. Peterson,Dean Phillips,Chellie Pingree,Mark Pocan,Katie Porter,Bill Posey,Ayanna Pressley,David E. Price,Mike Quigley,Jamie Raskin,John Ratcliffe,Tom Reed,Guy Reschenthaler,Kathleen Rice,Tom Rice,Cedric Richmond,Denver Riggleman,Martha Roby,Phil Roe,Mike D. Rogers,Harold Rogers,Francis Rooney,Max Rose,John Rose,Harley Rouda,David Rouzer,Chip Roy,Lucille Roybal-Allard,Raul Ruiz,C.A. Dutch Ruppersberger,Bobby L. Rush,John Rutherford,Tim Ryan,Linda T. Sánchez,John Sarbanes,Steve Scalise,Mary Gay Scanlon,Jan Schakowsky,Adam B. Schiff,Brad Schneider,Kurt Schrader,Kim Schrier,David Schweikert,Robert C. Scott,Austin Scott,David Scott,F. James Sensenbrenner,José E. Serrano,Terri Sewell,Donna Shalala,Brad Sherman,Mikie Sherrill,John Shimkus,Mike Simpson,Albio Sires,Elissa Slotkin,Jason Smith,Adrian Smith,Christopher H. Smith,Adam Smith,Lloyd Smucker,Darren Soto,Abigail Spanberger,Ross Spano,Jackie Speier,Greg Stanton,Pete Stauber,Elise Stefanik,Bryan Steil,Greg Steube,Haley Stevens,Chris Stewart,Steve Stivers,Thomas Suozzi,Eric Swalwell,Mark Takano,Van Taylor,Mike Thompson,Bennie Thompson,Glenn Thompson,William M. Thornberry,William Timmons,Scott Tipton,Dina Titus,Rashida Tlaib,Paul Tonko,Norma Torres,Xochitl Torres Small,Lori Trahan,David Trone,Michael R. Turner,Lauren Underwood,Fred Upton,Jefferson Van Drew,Juan Vargas,Marc Veasey,Filemon Vela,Nydia M. Velázquez,Peter J. Visclosky,Ann Wagner,Tim Walberg,Greg Walden,Mark Walker,Jackie Walorski,Michael Waltz,Debbie Wasserman Schultz,Maxine Waters,Steven Watkins,Bonnie Watson Coleman,Randy Weber,Daniel Webster,Peter Welch,Brad Wenstrup,Bruce Westerman,Jennifer Wexton,Susan Wild,Roger Williams,Frederica Wilson,Joe Wilson,Robert J. Wittman,Steve Womack,Rob Woodall,Ron Wright,John Yarmuth,Ted Yoho,Don Young,Lee Zeldin,Jenniffer González-Colón,Eleanor Holmes Norton,Stacey Plaskett,Amata Coleman Radewagen,Gregorio Kilili Camacho Sablan,Michael San Nicolas
congress,chamber,session,roll_call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,House,1,1,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not Voting,Present,Present,Present,Present,Present,Present,Present,Present,Present,,,,,,
