congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
108,Senate,1,1,"{'bill_id': '-108', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-07,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Motion to Adjourn,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Motion to Adjourn,,"{'yes': 51, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00001.xml,,,17:09:00,"{'yes': 3, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00001,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/1.json
108,Senate,1,2,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-16,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Byrd Amendment No. 2; To provide additional funds for certain homeland security measures.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 50, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00002.xml,,,12:30:00,"{'yes': 45, 'no': 51, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00002,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/2.json
108,Senate,1,3,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-16,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Byrd Amendment No. 8; To provide additional funds for certain homeland security measures.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 50, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00003.xml,,,14:07:00,"{'yes': 45, 'no': 51, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00003,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/3.json
108,Senate,1,4,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-16,"{'yes': 2, 'no': 44, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Gregg Amdt. No. 19; To provide additional funding for innovative programs at the state and local level.,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00004.xml,,,18:05:00,"{'yes': 52, 'no': 45, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00004,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/4.json
108,Senate,1,5,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-16,"{'yes': 45, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Kennedy Amdt. No. 13; To provide additional funding for education.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 50, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00005.xml,,,18:40:00,"{'yes': 46, 'no': 51, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00005,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/5.json
108,Senate,1,6,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-17,"{'yes': 2, 'no': 45, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","Motion To Table Harkin Amdt. No. 32; To restore funding for nondiscretionary Byrne grants to a level of $500,000,000.",,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Motion to Table ,,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00006.xml,,,09:50:00,"{'yes': 52, 'no': 46, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00006,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/6.json
108,Senate,1,7,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-17,"{'yes': 45, 'no': 2, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Byrd Amendment No. 36; To nullify all across-the-board rescissions contained in this joint resolution.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 50, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00007.xml,,,11:31:00,"{'yes': 46, 'no': 52, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00007,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/7.json
108,Senate,1,8,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-17,"{'yes': 41, 'no': 3, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Motion To Table McCain Amdt. No. 44; To strike section 211 of Division B.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Table ,,"{'yes': 20, 'no': 30, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00008.xml,,,13:42:00,"{'yes': 62, 'no': 33, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00008,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/8.json
108,Senate,1,9,"{'bill_id': 's121-108', 'number': 'S.121', 'sponsor_id': 'H001016', 'api_uri': 'https://api.propublica.org/congress/v1/108/bills/s121.json', 'title': 'A bill to enhance the operation of the AMBER Alert communications network in order to facilitate the recovery of abducted children, to provide for enhanced notification on highways of alerts and information on such children, and for other purposes.', 'latest_action': 'Motion to Discharge Committee filed by Mr. Frost. Petition No: 108-1.'}",2003-01-21,"{'yes': 41, 'no': 0, 'present': 0, 'not_voting': 7, 'majority_position': 'Yes'}",S. 121; National AMBER Alert Network Act of 2003,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00009.xml,,,17:16:00,"{'yes': 92, 'no': 0, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00009,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/9.json
108,Senate,1,10,"{'bill_id': 'h.j.res.2-108', 'number': 'H.J.Res..2', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2003-01-21,"{'yes': 41, 'no': 0, 'present': 0, 'not_voting': 7, 'majority_position': 'Yes'}",Reed Amdt. No. 27; To provide additional amounts for low-income home energy assistance.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 46, 'no': 4, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1081/vote_108_1_00010.xml,,,17:52:00,"{'yes': 88, 'no': 4, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=108&session=1&vote=00010,1/2,https://api.propublica.org/congress/v1/108/senate/sessions/1/votes/10.json
