party,,,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,ID,ID,ID,ID,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
116,Senate,1,16,Yes,,Yes,,No,No,,Yes,,Yes,No,,Yes,,No,,No,,No,No,,,Yes,,No,,No,No,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,No,No,,,Yes,No,,No,,Yes,,,Yes,,No,,Yes,No,,No,,,Yes,,Yes,Yes,,No,,,No,,Yes,No,,Yes,Yes,No,,Yes,,Yes,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,17,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,18,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Not Voting,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,No,No,,Yes,No,No,,Yes,No,,No,No,,No,,No,No,,No,No,Yes,No,,No,No,No,,Yes,,Yes,No,,Yes,Yes,,Yes,Yes,,Yes,No,No,,No,,No,No,No,No,No,Yes,Yes,,Yes,No,Yes,Yes,No,No,No,No,,,No,Yes,No,No,
116,Senate,1,19,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Not Voting,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,No,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,No,No,,Yes,No,No,,Yes,No,,No,Yes,,No,,No,No,,Yes,Yes,Yes,No,,No,Not Voting,No,,Yes,,Yes,No,,No,Yes,,Yes,Yes,,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,,Yes,Yes,Yes,Yes,No,No,No,No,,,No,Yes,No,No,
116,Senate,1,20,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Not Voting,,Yes,,Yes,,Not Voting,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Not Voting,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,No,Yes,No,,No,No,,Yes,No,No,,Yes,No,,No,No,,No,,No,No,,Yes,No,Yes,No,,No,No,No,,Yes,,No,No,,No,Yes,,Yes,Yes,,Yes,Not Voting,No,,No,,Not Voting,Yes,No,No,No,Yes,No,,Yes,No,Yes,No,Not Voting,Not Voting,No,No,,,No,Yes,No,No,
116,Senate,1,21,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Not Voting,,Yes,,Yes,,Not Voting,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,No,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Not Voting,Yes,,Yes,,Not Voting,Yes,No,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,Not Voting,Not Voting,No,Yes,,,No,Yes,Yes,Yes,
116,Senate,1,22,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,No,Yes,No,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,,No,Yes,Yes,Yes,
116,Senate,1,23,Yes,,Yes,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,Not Voting,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,Yes,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,24,Yes,,Yes,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,Yes,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Not Voting,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,25,Yes,,Yes,,No,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,No,,No,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,No,,,Yes,Yes,,Yes,,Yes,,,Yes,,No,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,No,Yes,,Yes,No,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,No,,Yes,Yes,,Yes,Yes,,Not Voting,Yes,Yes,,Yes,,No,Yes,No,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,26,Yes,,Yes,,No,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,No,,No,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,No,,,Yes,Yes,,Yes,,Yes,,,Yes,,No,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,No,Yes,,Yes,No,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,No,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,Yes,,Yes,No,,Yes,Yes,,Yes,Yes,,Not Voting,Yes,Yes,,Yes,,No,Yes,No,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,27,Yes,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,Yes,No,,No,,,No,,No,No,,No,No,No,,Yes,,No,,,No,Not Voting,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Not Voting,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,28,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,Not Voting,Not Voting,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Not Voting,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,29,No,,Not Voting,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,30,Yes,,Not Voting,,No,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,No,,No,Yes,,,No,,No,,No,Yes,Yes,,,Yes,,Yes,,Yes,,No,Yes,,,Yes,Yes,No,,,No,Yes,,Yes,,Yes,,,Yes,,No,,No,Yes,,No,,,Yes,,Yes,No,,No,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,31,Yes,,Not Voting,,No,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,No,,No,Yes,,,No,,No,,No,Yes,Yes,,,Yes,,Yes,,Yes,,No,Yes,,,Yes,Yes,No,,,No,Yes,,Yes,,Yes,,,Yes,,No,,No,Yes,,No,,,Yes,,Yes,No,,No,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Not Voting,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,32,No,,Not Voting,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Not Voting,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,33,No,,Not Voting,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,No,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,34,No,,Not Voting,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,Not Voting,,No,,,No,,No,,No,Not Voting,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,Not Voting,Not Voting,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,35,No,,Not Voting,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,Not Voting,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,Not Voting,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,36,No,,Not Voting,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,Not Voting,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,37,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,Not Voting,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,No,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,38,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,Not Voting,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,39,Not Voting,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,No,No,No,,No,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Not Voting,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,40,Not Voting,,No,,No,Yes,,No,,No,Yes,,Yes,,Yes,,No,,No,No,,,Yes,,No,,No,No,Yes,,,No,,No,,No,,No,No,,,Yes,Yes,No,,,No,No,,No,,Yes,,,Yes,,No,,Yes,No,,No,,,No,,Yes,Yes,,Yes,,,No,,No,No,,No,No,No,,Yes,,Yes,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Not Voting,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Not Voting,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,41,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,Not Voting,No,No,,Not Voting,,No,,,Not Voting,Not Voting,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Not Voting,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,42,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,Not Voting,No,No,,Yes,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,43,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,Not Voting,No,No,,No,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,44,No,,No,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,Not Voting,No,No,,No,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,45,No,,Yes,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,Not Voting,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,Not Voting,No,No,,Yes,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,46,No,,Yes,,No,No,,No,,No,No,,No,,No,,No,,No,No,,,No,,No,,No,No,No,,,No,,No,,No,,No,No,,,No,No,No,,,No,No,,No,,No,,,No,,No,,No,No,,No,,,No,,No,No,,No,,,No,,No,No,,Not Voting,No,No,,Yes,,No,,,No,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,
116,Senate,1,47,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,No,,No,No,No,,No,No,,No,No,No,,No,No,,No,No,,No,,No,No,,Yes,Yes,No,No,,Yes,No,No,,No,,No,No,,No,No,,Yes,No,,No,No,No,,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,,,No,No,No,No,
116,Senate,1,48,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,No,No,No,,No,No,,No,No,No,,No,No,,No,No,,No,,No,No,,Yes,Yes,No,No,,Yes,No,No,,Yes,,No,No,,No,No,,Yes,No,,No,No,No,,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,,,No,No,No,No,
116,Senate,1,49,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,No,No,No,,No,No,,No,Yes,No,,No,No,,No,No,,No,,No,No,,No,Yes,No,No,,Yes,No,No,,Yes,,Yes,No,,Yes,No,,No,No,,No,No,No,,No,,No,Yes,No,No,Yes,No,No,,No,No,Yes,No,No,No,Yes,Yes,,,No,No,No,No,
