congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
112,Senate,2,1,{},2012-01-23,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}","John M. Gerrard, of Nebraska, to be United States District Judge for the District of Nebraska",,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 2}",On the Nomination,,"{'yes': 26, 'no': 16, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00001.xml,,,17:32:00,"{'yes': 74, 'no': 16, 'present': 0, 'not_voting': 10}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00001,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/1.json
112,Senate,2,2,"{'bill_id': 'hjres98-112', 'number': 'H.J.RES.98', 'sponsor_id': 'R000585', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hjres98.json', 'title': ""Relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on January 12, 2012."", 'latest_action': 'Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 44 - 52. Record Vote Number: 2.'}",2012-01-26,"{'yes': 2, 'no': 49, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","A joint resolution relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on January 12, 2012.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion to Proceed,,"{'yes': 42, 'no': 1, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Motion to Proceed Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00002.xml,,,11:57:00,"{'yes': 44, 'no': 52, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00002,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/2.json
112,Senate,2,3,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-01-30,"{'yes': 49, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On Cloture on the Motion to Proceed,,"{'yes': 42, 'no': 2, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Cloture on the Motion to Proceed Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00003.xml,,,17:32:00,"{'yes': 93, 'no': 2, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00003,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/3.json
112,Senate,2,4,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 7, 'no': 44, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","To require Members of Congress to certify that they are not trading using material, non-public information.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 30, 'no': 15, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00004.xml,,,14:06:00,"{'yes': 37, 'no': 61, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00004,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/4.json
112,Senate,2,5,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 10, 'no': 41, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","To prohibit executive branch appointees or staff holding positions that give them oversight, rule-making, loan or grant-making abilities over industries or companies in which they or their spouse have a significant financial interest.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 38, 'no': 8, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00005.xml,,,14:33:00,"{'yes': 48, 'no': 51, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00005,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/5.json
112,Senate,2,6,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 50, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",To extend the STOCK Act to ensure that the reporting requirements set forth in the STOCK Act apply to the executive branch and independent agencies.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 29, 'no': 17, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Amendment Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00006.xml,,,14:50:00,"{'yes': 81, 'no': 18, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00006,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/6.json
112,Senate,2,7,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 12, 'no': 39, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",To extend the STOCK Act to ensure that the reporting requirements set forth in the STOCK Act apply to the executive branch and independent agencies.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Amendment Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00007.xml,,,15:09:00,"{'yes': 58, 'no': 41, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00007,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/7.json
112,Senate,2,8,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 7, 'no': 44, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",To prohibit earmarks.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 33, 'no': 13, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00008.xml,,,15:39:00,"{'yes': 40, 'no': 59, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00008,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/8.json
112,Senate,2,9,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 6, 'no': 45, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",To prohibit unauthorized earmarks.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 20, 'no': 26, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00009.xml,,,15:59:00,"{'yes': 26, 'no': 73, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00009,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/9.json
112,Senate,2,10,"{'bill_id': 's2038-112', 'number': 'S.2038', 'sponsor_id': 'L000304', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s2038.json', 'title': 'An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.', 'latest_action': 'By Senator Lieberman from Committee on Homeland Security and Governmental Affairs filed written report. Report No. 112-244.'}",2012-02-02,"{'yes': 14, 'no': 37, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",To prevent the creation of duplicative and overlapping Federal programs.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1122/vote_112_2_00010.xml,,,16:22:00,"{'yes': 60, 'no': 39, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00010,2/3,https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/10.json
