congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
106,Senate,1,1,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-08,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",S.Res.16,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 55, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00001.xml,,,16:21:00,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00001,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/1.json
106,Senate,1,2,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-25,"{'yes': 40, 'no': 5, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Harkin motion to suspend the rules,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 3, 'no': 52, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00002.xml,,,17:09:00,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00002,2/3,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/2.json
106,Senate,1,3,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-26,"{'yes': 38, 'no': 6, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Harkin motion to suspend the rules,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 3, 'no': 52, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00003.xml,,,16:07:00,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00003,2/3,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/3.json
106,Senate,1,4,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-27,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Byrd motion to dismiss the impeachment proceedings,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 0, 'no': 55, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00004.xml,,,13:11:00,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00004,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/4.json
106,Senate,1,5,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-27,"{'yes': 1, 'no': 44, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","House Mgrs. motion to subpoena witnesses, admit evidence not in recor",,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 55, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00005.xml,,,13:21:00,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00005,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/5.json
106,Senate,1,6,"{'bill_id': 's.res.30-106', 'number': 'S.Res..30', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-28,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Daschle Amdt. No. 1; In the nature of a substitute.,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 54, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00006.xml,,,17:40:00,"{'yes': 44, 'no': 54, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00006,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/6.json
106,Senate,1,7,"{'bill_id': 's.res.30-106', 'number': 'S.Res..30', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-28,"{'yes': 43, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Daschle Amdt. No. 2; In the nature of a substitute.,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 54, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00007.xml,,,17:54:00,"{'yes': 43, 'no': 55, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00007,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/7.json
106,Senate,1,8,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-01-28,"{'yes': 0, 'no': 44, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",S.Res. 30 as amended,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 54, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00008.xml,,,18:20:00,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00008,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/8.json
106,Senate,1,9,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-02-04,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Division I of House Mngrs. Motion RE: Admission of Evidence,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 55, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00009.xml,,,15:13:00,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00009,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/9.json
106,Senate,1,10,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",1999-02-04,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Division III House Mgrs Motion Re: Appearance of Witnesses,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 30, 'no': 25, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1061/vote_106_1_00010.xml,,,15:24:00,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=1&vote=00010,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/1/votes/10.json
