congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
112,Senate,1,1,"{'bill_id': 'sres14-112', 'number': 'S.RES.14', 'sponsor_id': 'M000303', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/sres14.json', 'title': 'A resolution honoring the victims and heroes of the shooting on January 8, 2011 in Tucson, Arizona.', 'latest_action': 'Resolution agreed to in Senate without amendment and with a preamble by Yea-Nay Vote. 97 - 0. Record Vote Number: 1.'}",2011-01-26,"{'yes': 49, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}","A resolution honoring the victims and heroes of the shooting on January 8, 2011 in Tucson, Arizona.",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Resolution Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00001.xml,,,14:26:00,"{'yes': 97, 'no': 0, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00001,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/1.json
112,Senate,1,2,"{'bill_id': 'sres28-112', 'number': 'S.RES.28', 'sponsor_id': 'W000779', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/sres28.json', 'title': 'A resolution to establish as a standing order of the Senate that a Senator publicly disclose a notice of intent to objecting to any measure or matter.', 'latest_action': 'Resolution agreed to in Senate, having achieved 60 votes in the affirmative, without amendment by Yea-Nay Vote. 92 - 4. Record Vote Number: 2.'}",2011-01-27,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",A resolution to establish as a standing order of the Senate that a Senator publicly disclose a notice of intent to objecting to any measure or matter.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 41, 'no': 4, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Resolution Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00002.xml,,,16:37:00,"{'yes': 92, 'no': 4, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00002,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/2.json
112,Senate,1,3,"{'bill_id': 'sres29-112', 'number': 'S.RES.29', 'sponsor_id': 'U000038', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/sres29.json', 'title': 'A resolution to permit the waiving of the reading of an amendment if the text and adequate notice are provided.', 'latest_action': 'Resolution agreed to in Senate, having achieved 60 votes in the affirmative, without amendment by Yea-Nay Vote. 81 - 15. Record Vote Number: 3.'}",2011-01-27,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",A resolution to permit the waiving of the reading of an amendment if the text and adequate notice are provided.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 30, 'no': 15, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Resolution Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00003.xml,,,17:03:00,"{'yes': 81, 'no': 15, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00003,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/3.json
112,Senate,1,4,"{'bill_id': '-112', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2011-01-27,"{'yes': 12, 'no': 38, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",A resolution amending the Standing Rules of the Senate to provide for cloture to be invoked with less than a three-fifths majority after additional debate.,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Resolution Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00004.xml,,,17:20:00,"{'yes': 12, 'no': 84, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00004,2/3,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/4.json
112,Senate,1,5,"{'bill_id': '-112', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2011-01-27,"{'yes': 43, 'no': 6, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",A resolution to improve the debate and consideration of legislative matters and nominations in the Senate.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Resolution Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00005.xml,,,17:38:00,"{'yes': 44, 'no': 51, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00005,2/3,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/5.json
112,Senate,1,6,"{'bill_id': '-112', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2011-01-27,"{'yes': 45, 'no': 4, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",A resolution to amend the Standing Rules of the Senate to provide procedures for extended debate.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Resolution,,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Resolution Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00006.xml,,,17:56:00,"{'yes': 46, 'no': 49, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00006,2/3,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/6.json
112,Senate,1,7,"{'bill_id': 's223-112', 'number': 'S.223', 'sponsor_id': 'R000361', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s223.json', 'title': 'A bill to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.', 'latest_action': 'See also H.R. 658.'}",2011-02-02,"{'yes': 43, 'no': 7, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","To repeal the expansion of information reporting requirements under the Patient Protection and Affordable Care Act, and for other purposes.",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 0, 'no': 47, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00007.xml,,,17:20:00,"{'yes': 44, 'no': 54, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00007,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/7.json
112,Senate,1,8,"{'bill_id': 's223-112', 'number': 'S.223', 'sponsor_id': 'R000361', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s223.json', 'title': 'A bill to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.', 'latest_action': 'See also H.R. 658.'}",2011-02-02,"{'yes': 34, 'no': 16, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","To repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes.",,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Motion Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00008.xml,,,17:45:00,"{'yes': 81, 'no': 17, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00008,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/8.json
112,Senate,1,9,"{'bill_id': 's223-112', 'number': 'S.223', 'sponsor_id': 'R000361', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s223.json', 'title': 'A bill to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.', 'latest_action': 'See also H.R. 658.'}",2011-02-02,"{'yes': 0, 'no': 50, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",To repeal the job-killing health care law and health care-related provisions in the Health Care and Education Reconciliation Act of 2010.,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00009.xml,,,18:05:00,"{'yes': 47, 'no': 51, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00009,3/5,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/9.json
112,Senate,1,10,"{'bill_id': 's223-112', 'number': 'S.223', 'sponsor_id': 'R000361', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/s223.json', 'title': 'A bill to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.', 'latest_action': 'See also H.R. 658.'}",2011-02-03,"{'yes': 51, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","To amend title 18, United States Code, to provide penalties for aiming laser pointers at airplanes, and for other purposes.",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment,,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Amendment Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1121/vote_112_1_00010.xml,,,17:11:00,"{'yes': 96, 'no': 1, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=1&vote=00010,1/2,https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/10.json
