congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
109,Senate,2,1,"{'bill_id': '-109', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2006-01-30,"{'yes': 19, 'no': 24, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","Motion to Invoke Cloture On The Nomination of Samuel A. Alito, Jr. of New Jersey, To Be An Associate Justice Of The Supreme Court",,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 53, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00001.xml,,,16:40:00,"{'yes': 72, 'no': 25, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00001,3/5,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/1.json
109,Senate,2,2,"{'bill_id': '-109', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2006-01-31,"{'yes': 4, 'no': 40, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","Confirmation Samuel A. Alito, Jr., of New Jersey, to be an Associate Justice",,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Nomination,,"{'yes': 54, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00002.xml,,,11:01:00,"{'yes': 58, 'no': 42, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00002,1/2,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/2.json
109,Senate,2,3,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 42, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Motion to Waive CBA Conrad Amdt. No. 2729; To provide revenue provisions.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 1, 'no': 51, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00003.xml,,,18:45:00,"{'yes': 44, 'no': 52, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00003,1/2,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/3.json
109,Senate,2,4,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 0, 'no': 43, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Grassley Amdt. No. 2731; To express the sense of the Senate regarding the Medicare part D prescription drug program.,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 42, 'no': 10, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00004.xml,,,19:16:00,"{'yes': 42, 'no': 54, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00004,1/2,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/4.json
109,Senate,2,5,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 43, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Motion to Waive CBA Re: Nelson (FL) Amdt. No. 2730; To provide for necessary beneficiary protections in order to ensure access to coverage under the Medicare part D prescription drug program.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 8, 'no': 45, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00005.xml,,,19:34:00,"{'yes': 52, 'no': 45, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00005,3/5,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/5.json
109,Senate,2,6,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 43, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Motion to Waive CBA Clinton Amdt. No. 2716; To establish a congressional commission to examine the Federal, State, and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louis",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 0, 'no': 53, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00006.xml,,,19:51:00,"{'yes': 44, 'no': 53, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00006,3/5,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/6.json
109,Senate,2,7,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 42, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Motion to Waive CBA Dodd Amdt. No. 2735; To support the health needs of our veterans and military personnel and reduce the deficit by making tax rates fairer for all Americans.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 1, 'no': 52, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00007.xml,,,20:37:00,"{'yes': 44, 'no': 53, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00007,3/5,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/7.json
109,Senate,2,8,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 42, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Motion to Waive CBA Reed Amdt. No. 2737; To strengthen America's military, to repeal the extension of tax rates for capital gains and dividends, to reduce the deficit, and for other purposes.",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 1, 'no': 52, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00008.xml,,,20:59:00,"{'yes': 44, 'no': 53, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00008,3/5,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/8.json
109,Senate,2,9,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 43, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Menendez Amdt. No. 2705; To express the sense of the Senate that protecting middle-class families from the alternative minimum tax should be a higher priority for Congress in 2006 than extending a tax cut that does not expire until the end of 2008.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 29, 'no': 24, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00009.xml,,,21:19:00,"{'yes': 73, 'no': 24, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00009,1/2,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/9.json
109,Senate,2,10,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-02,"{'yes': 17, 'no': 26, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",H.R. 4297 As Amended; Tax Increase Prevention and Reconciliation Act of 2005,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 49, 'no': 4, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00010.xml,,,21:42:00,"{'yes': 66, 'no': 31, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00010,1/2,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/10.json
109,Senate,2,11,"{'bill_id': 'hr4659-109', 'number': 'H.R.4659', 'sponsor_id': 'S000244', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4659.json', 'title': 'To amend the USA PATRIOT ACT to extend the sunset of certain provisions of such Act.', 'latest_action': 'Became Public Law No: 109-170.'}",2006-02-02,"{'yes': 42, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",H.R. 4659; A bill to amend the USA PATRIOT ACT to extend the sunset of certain provisions of such Act.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 52, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00011.xml,,,22:02:00,"{'yes': 95, 'no': 1, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00011,1/2,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/11.json
109,Senate,2,12,"{'bill_id': 's852-109', 'number': 'S.852', 'sponsor_id': 'S000709', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/s852.json', 'title': 'A bill to create a fair and efficient system to resolve claims of victims for bodily injury caused by asbestos exposure, and for other purposes.', 'latest_action': 'Cloture motion on the measure withdrawn by unanimous consent in Senate.'}",2006-02-07,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Motion to Proceed to Consider S. 852; Fairness in Asbestos Injury Resolution Act of 2005,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Cloture on the Motion to Proceed,,"{'yes': 53, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1092/vote_109_2_00012.xml,,,18:13:00,"{'yes': 98, 'no': 1, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00012,3/5,https://api.propublica.org/congress/v1/109/senate/sessions/2/votes/12.json
